gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.46318053738537,79.46318053738537,Yes
Female,0,No,No,3,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,51.911808164352585,167.33500622052298,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.42383691290824,608.2476738258165,Yes
Male,0,Yes,Yes,6,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,53.640191275849894,326.35840567662314,Yes
Female,0,No,No,38,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.96268314678343,2344.6171792869945,Yes
Female,0,No,No,22,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,86.23724562557959,1903.6487278448449,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6510536205848,70.6510536205848,Yes
Female,0,No,No,4,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,89.2029341507732,367.37637325750774,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,84.44392142352415,84.44392142352415,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,74.13713308588312,324.2044413758543,Yes
Female,0,No,No,7,No,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.36702104515075,293.90884542217316,Yes
Female,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,97.43825065602462,1349.4018720132062,Yes
Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,86.65222718615928,1955.9235407964793,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.66102543935683,141.98616050122453,Yes
Female,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,94.29772117084342,1619.015586286593,Yes
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.48360519088718,402.6368860050627,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.00247440739656,69.00247440739656,Yes
Female,0,No,No,1,No,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,44.597816284069964,44.597816284069964,Yes
Male,0,No,No,10,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.118631539080923,214.76367282749305,Yes
Female,0,No,No,2,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.903058285947,103.8153274268843,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.114818439860585,51.114818439860585,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.97793895757819,301.6277880728949,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.43262653766449,70.43262653766449,Yes
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,78.67642625805199,243.35849474721897,Yes
Female,0,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.03413897988858,144.69004075481377,Yes
Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.94015385327225,738.7979727590056,Yes
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,83.85471727312796,183.04935358620463,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.3,75.3,Yes
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.63425905727759,7831.229070746184,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.23046026911104,44.23046026911104,Yes
Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),106.2215639736742,7337.395724421739,Yes
Female,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),33.12568688352769,96.75995952521063,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.08166316008047,75.08166316008047,Yes
Female,0,No,No,48,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),76.6227400388928,3571.2296609832206,Yes
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.30846995786706,1256.6086584313214,Yes
Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.13326931890678,1108.419698735458,Yes
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),80.64317888417943,387.6505382940535,Yes
Female,0,No,No,21,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),92.06338246542049,2004.8755088217422,Yes
Male,0,No,No,15,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.77010002640706,1484.8292818320099,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.807805547111684,45.807805547111684,Yes
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,94.94477397612845,4027.955383546176,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,79.78428121452875,152.53214848183904,Yes
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,95.8057492815284,3183.6431826861603,Yes
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.495207988939235,19.495207988939235,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35875965260101,69.35875965260101,Yes
Female,0,No,No,16,No,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,52.17289829492443,826.8526063091851,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.29317772637116,44.29317772637116,Yes
Female,0,No,No,6,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.40888938286436,479.97611777467085,Yes
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.07567655897664,831.9700124026579,Yes
Female,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.38871274567632,4041.9016238866966,Yes
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),117.42596653483602,7860.516041375003,Yes
Female,0,No,No,35,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.85303260854238,3092.039347829152,Yes
Female,0,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.18186470363527,2017.2339188226567,Yes
Female,0,No,No,13,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),71.50188120193397,945.6724168742768,Yes
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0854585264669,3563.736584018688,Yes
Male,1,No,No,36,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.61045090402355,3182.9572837975857,Yes
Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,98.33346059012196,4204.29480687941,Yes
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,88.75915197645638,578.5464840412013,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.78278496474447,74.78278496474447,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1681288607049,45.1681288607049,Yes
Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.85115637819561,2790.3978740444995,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.57240597767716,79.57240597767716,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.89757040909141,186.33490405568156,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.93937821499762,143.93202898263934,Yes
Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.37729054546675,5620.67780205965,Yes
Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.00727836232863,802.5952997611615,Yes
Female,0,No,No,53,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.39866164234007,5621.838079625699,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.88048999808238,135.33660271210616,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.76758612530637,90.76758612530637,Yes
Female,0,No,No,39,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.50271788947182,2797.0500682168336,Yes
Male,0,No,No,12,No,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,55.753166582553725,655.9688649916684,Yes
Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.74902747674614,2806.404733971898,Yes
Male,0,No,No,2,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.14103974280615,92.54090193190103,Yes
Male,1,No,No,44,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.73731943677687,4694.184182480675,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,91.23762285540778,91.23762285540778,Yes
Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,87.96031048378809,591.7361672167472,Yes
Male,0,No,No,69,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.00755380652619,7251.940252146708,Yes
Female,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.3690588142491,350.6493996199454,Yes
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.05248890837511,863.7629866900502,Yes
Female,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),64.21990214580414,743.8590832619728,Yes
Female,0,No,No,59,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.12446204138713,6138.838943169729,Yes
Female,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),84.1368177168867,265.15659114155665,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.9788771525789,70.9788771525789,Yes
Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.3964525284467,1062.787960709749,Yes
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),84.56713494288834,2703.362860387573,Yes
Female,0,No,No,36,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,86.87738558701652,3071.3858668418256,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.68343429913617,70.68343429913617,Yes
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.042355187856398,20.042355187856398,Yes
Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.60119217014461,792.3895345153139,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.62532276540318,95.62532276540318,Yes
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,97.7462717306195,2986.9586667777107,Yes
Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,81.11073517027668,1095.586389906486,Yes
Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.7900627007128,890.1804389049896,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1402527576269,45.1402527576269,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,81.16585802692254,81.16585802692254,Yes
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.57701873132761,1757.3647568088593,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.35633129008787,81.26247072290035,Yes
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,79.01204918643509,1129.017670078252,Yes
Female,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,97.96563911726435,4878.407793916057,Yes
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.00796474915364,4280.021256385357,Yes
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.56436557822728,4271.754679056683,Yes
Female,0,No,No,50,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,84.71312719484598,4368.3186305874515,Yes
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.77880500250367,1684.7624635180669,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.14331583712544,70.14331583712544,Yes
Female,0,No,No,29,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.60737913981043,2069.524411976033,Yes
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.64128907105386,3625.7068150248024,Yes
Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.8756307779164,7461.146851167821,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.22772554823817,83.86937663867958,Yes
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,81.51949283565224,1864.6933634216407,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.80666759465136,70.80666759465136,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.139100347592546,49.139100347592546,Yes
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.01120172422999,267.62328050536115,Yes
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,87.8846228294749,1762.3440176082916,Yes
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.9072253909609,830.7669662201007,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes
Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.92227552155956,3042.043018038945,Yes
Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.77417046579141,2852.192145416121,Yes
Female,1,No,No,25,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.29345652467633,2296.28016619065,Yes
Female,0,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.73055490048773,169.29075165853783,Yes
Female,0,No,No,39,No,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),27.296911660085556,981.6107708206246,Yes
Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.32898621479913,669.0604849392606,Yes
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,755.4744270446381,Yes
Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.80979238939672,3056.94640159476,Yes
Female,0,No,No,4,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,63.67347587948071,270.36909343344314,Yes
